T0;ALFA;BETA;pt3;ps4;dp14;dp24;dp34;K1;K2;K3;K4;K5;K6;status
301.88;-7.65;0;103493.95;100688.04;-81.97;-143.94;-12.9;-1502.5;350.13;586.52;5.37;-4.31;-20.67;0
301.93;-6.56;0;103493.34;100688.04;-82.1;-93.98;-13.72;-1865.36;351.16;554.14;6.13;-0.02;-16.47;0
301.96;-5.47;0;103490.33;100687.44;-82.57;-129.91;-13.79;-2233.52;354.26;520.97;7.91;3.59;-16.67;0
301.99;-4.39;0;103489.12;100686.23;-82.57;-143.12;-13.52;-2594.09;365.17;491.59;5.68;5.84;-17.15;0
302.02;-3.3;0;103492.14;100686.84;-82.57;-111.33;-14.7;-2969.8;377.21;458.68;4.47;4.64;-15.14;0
302.06;-2.21;0;103495.76;100687.44;-82.39;-93.61;-14.22;-3331.88;392.25;424.35;4.29;4.15;-18.53;0
302.1;-1.14;0;103491.54;100686.84;-82.86;-91.06;-14.15;-3676.52;406.62;386.16;1.06;3.46;-10.74;0
302.14;-0.05;0;103492.14;100688.04;-82.83;-55.6;-15.25;-4009.81;422.84;350.64;3.89;5.07;-14.46;0
302.18;1.03;0;103490.94;100687.44;-83.04;-126.29;-14.96;-4353.69;441.81;312.01;3.21;3.93;-12.74;0
302.22;2.1;0;103492.74;100687.44;-82.62;-109.26;-14.6;-4681.66;462.17;281.81;3.52;4.17;-8.48;0
302.26;3.19;0;103495.76;100686.23;-83.04;-72.81;-15.07;-5024.02;486.19;246.09;2.35;5.35;-9.55;0
302.29;4.26;0;103495.16;100688.64;-83.43;-62.3;-15.75;-5343.65;511.38;213.17;4.7;6.31;-7.21;0
302.32;5.34;0;103495.16;100687.44;-83.8;-89.56;-16.03;-5674.63;537.48;175.57;1.51;4.51;-3.47;0
302.35;6.43;0;103493.34;100688.64;-83.38;-144.68;-15.91;-6003.34;566.8;138.81;1.87;5.49;-2.29;0
302.4;7.49;0;103495.76;100686.23;-83.49;-149.41;-15.76;-6341.89;597.03;95.18;5.78;5.08;2.25;0
302.44;8.58;0;103499.38;100688.04;-83.72;-100.72;-16.28;-6649.38;630.28;68.33;5.12;7.22;8.8;0
302.48;9.63;0;103496.97;100688.04;-83.96;-121;-16.58;-6932.63;661.47;39.42;3.42;5.48;12.87;0
302.51;10.7;0;103498.78;100691.64;-84.19;-56.5;-16.67;-7188.6;696.6;13.02;4.25;5.84;12.87;0
302.54;11.75;0;103503.61;100693.45;-84.61;-73.44;-17.04;-7421.84;733.35;-11.26;1.54;6;12.42;0
302.57;12.81;0;103502.41;100694.64;-84.43;-74.74;-16.94;-7604.31;772.7;-28.8;4.85;6.43;20.23;0
302.6;13.84;0;103504.81;100695.84;-84.64;-126.22;-17.5;-7780.71;814.79;-57.42;3.65;5.51;29.95;0
302.63;14.29;0;103509.65;100709.66;-84.32;-123.68;-17.07;-7480.45;941.5;-39.44;-16.68;46.55;-48.23;0
302.64;14.56;0;103510.25;100712.66;-83.72;-120.97;-16.83;-7478.83;982.12;-28.61;-23.6;47.84;-66.43;0
302.38;-10.05;0;103346.66;100560.16;-80.63;-52.17;-12.18;205.75;547.75;-387.04;-1.83;-37.06;-44.5;1
302.4;-8.95;0;103345.45;100556.56;-81.44;-53.18;-13.19;-204.19;510.47;-409.48;1.81;-17.09;-23.44;1
302.44;-7.86;0;103345.45;100554.16;-81.6;-52.87;-13.38;-594.4;485.6;-457.52;11.6;3.88;-10.14;1
302.48;-6.78;0;103345.45;100551.77;-81.29;-52.22;-13.12;-952.01;477.27;-496.44;11.33;8.38;-13.26;1
302.51;-5.68;0;103335.79;100551.16;-80.95;-52.61;-13.35;-1313.41;466.42;-533.96;12.05;11.71;-13.83;1
302.55;-4.6;0;103336.39;100548.76;-81.68;-53.09;-13.64;-1667.96;464.29;-578.03;7.26;8.65;-13.07;1
302.58;-3.51;0;103334.58;100546.36;-81.58;-52.85;-13.94;-2036.91;466.06;-615.08;4.5;8.11;-11.25;1
302.61;-2.43;0;103339.41;100546.96;-82.39;-53.33;-14.15;-2386.16;466.71;-660.47;7.29;10.12;-6.91;1
302.63;-1.35;0;103335.19;100544.55;-81.89;-52.93;-13.68;-2725.55;471.73;-701.77;7.06;10.54;-10.17;1
302.65;-0.27;0;103336.39;100544.55;-82.44;-53.36;-14.29;-3056.61;476.3;-739.54;10.36;13.26;-6.06;1
302.66;0.81;0;103335.19;100542.16;-82.1;-53.05;-14.57;-3389.18;482.7;-779.26;7.6;11.86;-6.24;1
302.69;1.89;0;103333.38;100542.16;-82.46;-53.56;-15.23;-3717.97;489.1;-824.66;6.87;13.22;-7.32;1
302.74;2.97;0;103332.16;100539.75;-82.75;-54.28;-16.05;-4050.53;500.61;-865.9;5.65;12.29;-1.43;1
302.76;4.03;0;103332.77;100539.16;-82.94;-53.94;-15.06;-4365.66;512.53;-910.09;4.43;10;-2.34;1
302.81;5.12;0;103334.58;100537.95;-82.62;-53.54;-14.99;-4692.15;527.44;-953.99;4.74;10.24;0.99;1
302.83;6.19;0;103337;100537.35;-83.64;-54.28;-16.23;-5026.22;546.94;-990.96;6.58;10.48;-0.31;1
302.86;7.27;0;103332.16;100536.16;-82.96;-53.83;-16.28;-5328.46;562.56;-1028.61;6.86;12.8;6.99;1
302.89;8.35;0;103336.39;100536.75;-84.3;-54.82;-16.65;-5661;584.36;-1064.09;7.19;13.05;8.29;1
302.93;9.42;0;103333.38;100535.55;-84.22;-54.27;-16.58;-5948.85;604.82;-1103.33;8;13.79;13.35;1
302.94;10.47;0;103330.96;100535.55;-83.51;-54.32;-16.82;-6207.9;625.99;-1131.25;7.26;13.41;15.18;1
302.97;11.54;0;103333.38;100536.16;-84.14;-55.11;-17.24;-6455.58;651.53;-1160.71;7.55;14.21;15.53;1
302.99;12.59;0;103333.38;100533.15;-83.15;-54.06;-16.41;-6654.01;679.88;-1197.74;6.82;15.07;21.22;1
303.02;13.62;0;103334.58;100536.75;-83.93;-54.85;-16.98;-6811.53;708.05;-1211.35;6.02;12.94;32.95;1
303.05;14.33;0;103332.16;100551.77;-83.04;-54.2;-17.04;-6624.88;887.31;-981.5;-34.57;54.01;-41.29;1
303.05;14.64;0;103333.38;100547.56;-83.43;-54.3;-17.28;-6786.29;861.34;-1049.89;-5.71;51.26;-11.51;1
302.82;-10;7;103268.78;100491.12;-80.53;-51.83;-12.68;288.32;600.81;-476.91;-14.13;-54.36;-54.54;1
302.86;-8.9;8;103269.38;100488.12;-81.71;-53.22;-13.65;-113.44;560.29;-507.57;-7.44;-33;-27.81;1
302.89;-7.8;8;103268.78;100486.32;-80.44;-51.76;-11.97;-498.49;537.7;-564.93;0.87;-11.07;-1.03;1
302.93;-6.8;0;103267.57;100485.72;-80.99;-52.46;-13.08;-836.56;524.3;-614.81;1.62;-5.15;-14.36;1
302.95;-5.7;2;103262.74;100483.92;-81.39;-52.68;-13.18;-1194.32;516.4;-652.69;-2.68;-4.31;-11.72;1
302.98;-4.6;3;103264.55;100485.12;-81.63;-52.75;-13.77;-1552.82;513.32;-696.71;-2.91;-2.76;-11.89;1
303.01;-3.5;4;103265.16;100483.32;-81.81;-52.99;-14.41;-1915.1;513;-738.71;-2.62;-5.35;-11.3;1
303.03;-2.4;5;103265.77;100483.92;-81.35;-52.65;-14.01;-2270.57;513.84;-771.14;-0.83;-1.73;-10.38;1
303.05;-1.3;8;103271.2;100484.52;-81.85;-53.11;-14.43;-2606.32;517.68;-817.5;-2.05;-3.35;-11.16;1
303.08;-0.3;0;103268.17;100485.12;-81.62;-52.9;-14.29;-2933.75;520.37;-860.33;-3.29;-3.37;-12.89;1
303.09;0.7;8;103267.57;100483.92;-81.78;-52.95;-14.65;-3269.51;525.82;-895.99;-1.99;-0.17;-7.85;1
303.11;1.8;6;103268.78;100484.52;-82.46;-52.97;-15.1;-3603.74;535.87;-940.09;-1.17;-1.55;-9.56;1
303.12;2.9;4;103269.38;100483.92;-82.05;-52.92;-14.95;-3925.85;542.25;-980.37;-1.89;-0.63;-1.69;1
303.16;4;1;103269.98;100483.92;-82.71;-53.69;-15.38;-4250.99;556.21;-1021.98;-0.05;0.08;-3.87;1
303.19;5;9;103269.38;100484.52;-83.1;-53.88;-15.81;-4570.06;567.87;-1064.52;-2.27;-0.58;-4.27;1
303.2;6.1;6;103268.17;100483.92;-82.74;-53.72;-15.55;-4891.4;586.65;-1093.49;-1.95;-0.55;-0.87;1
303.23;7.2;4;103271.8;100482.12;-83.45;-53.77;-16.37;-5223.34;601.31;-1143.61;1.92;2.69;11.81;1
303.25;8.3;1;103276.62;100483.32;-83.06;-53.53;-15.93;-5533.31;621.25;-1178.38;0.23;2.51;15.08;1
303.27;9.3;9;103272.41;100483.32;-83.41;-53.77;-16.28;-5816;640.07;-1217.53;-0.47;2.58;18.9;1
303.31;10.4;5;103271.8;100482.12;-83.7;-54.75;-17.44;-6092.63;663.49;-1248.03;-0.15;2.67;20.31;1
303.33;11.5;1;103272.41;100482.12;-82.92;-53.77;-16.31;-6315.46;686.27;-1277.25;-1.39;2.12;22.41;1
303.35;12.5;6;103271.2;100483.32;-84.08;-54.73;-17.86;-6517.84;712.98;-1305.67;-1.1;4.13;25.8;1
303.37;13.6;2;103274.81;100483.92;-83.53;-54.35;-17.2;-6680.81;742.02;-1327.97;1.18;7.09;31.29;1
303.4;14.1;7;103276.02;100495.33;-83.72;-54.56;-16.76;-6562.58;874.87;-1150.35;-11.7;46.59;-14.21;1
302.77;-10.34;0;103122.08;100352.44;-80.3;-52.48;-12.84;1498.42;702.92;-536.07;14.01;10.42;5.52;1
302.84;-9.28;0;103123.28;100347.64;-80.41;-51.69;-11.66;1196.57;630.14;-536.3;-3.26;-10.83;37.25;1
302.89;-8.14;0;103116.64;100338.63;-81.28;-52.94;-13.16;652.2;539.44;-530.73;1.29;-3.17;14.19;1
302.93;-6.93;0;103111.21;100329.62;-80.1;-51.6;-12.05;-265.64;461.73;-557.58;11.71;6.95;-4.86;1
302.97;-5.84;0;103109.4;100328.42;-80.87;-51.91;-12.99;-631.04;444.01;-592.19;10.94;8.39;-5.59;1
303;-4.76;0;103105.77;100326.02;-80.45;-52.15;-13.11;-991.86;438.02;-633.03;8.2;5.98;-1.63;1
303;-3.68;0;103107.59;100325.42;-81.27;-52.85;-13.9;-1349.65;435.01;-667.89;7.49;5.64;-0.53;1
303.04;-2.58;0;103106.98;100324.83;-81.2;-52.27;-13.43;-1708.95;433.84;-709.75;8.82;7.16;-4.31;1
303.07;-1.5;0;103102.76;100323.62;-81.62;-53.04;-13.97;-2054.61;434.53;-750.61;11.67;10.53;-3.82;1
303.09;-0.43;0;103104.57;100323.02;-81.73;-52.82;-13.96;-2397.23;436.58;-796.19;6.43;7.48;0.16;1
303.12;0.65;0;103105.77;100322.42;-81.81;-53.38;-14.17;-2755.77;441.62;-829.5;11.31;10.61;0.73;1
303.14;1.74;0;103104.57;100322.42;-82.65;-53.95;-15.23;-3087.02;447.36;-873.15;7.1;8.97;0.3;1
303.15;2.8;0;103105.17;100320.62;-82.58;-53.26;-14.78;-3410.7;454.5;-911.17;9.95;9.15;2.72;1
303.17;3.9;0;103105.17;100321.22;-83.27;-54.24;-15.6;-3755.58;464.6;-947.84;7.26;7.27;4.56;1
303.21;4.98;0;103104.57;100320.02;-82.01;-53.19;-14.7;-4078.48;476.56;-989.17;6.6;7.71;9.44;1
303.24;6.04;0;103103.97;100321.22;-82.65;-53.57;-15.48;-4390.02;490.59;-1025.59;6.94;6.55;9.94;1
303.27;7.13;0;103103.97;100319.42;-82.76;-53.84;-15.5;-4725.8;507.36;-1066.85;7.32;7.69;10.37;1
303.28;8.2;0;103105.17;100318.82;-83.05;-53.6;-15.78;-5029.76;525.09;-1105.85;8.18;9.31;15.54;1
303.31;9.28;0;103106.98;100318.22;-83.6;-54.49;-16.15;-5337.5;544.64;-1141.66;7.03;8.18;15.66;1
303.33;10.35;0;103106.98;100321.22;-83.69;-54.54;-16.69;-5618.72;564.21;-1181.39;7.38;7.54;17.09;1
303.35;11.41;0;103106.98;100318.82;-82.88;-54.06;-15.81;-5875.7;586.58;-1209.96;9.23;8.29;20.85;1
303.38;12.46;0;103108.19;100320.62;-83.17;-53.89;-16.23;-6106.16;609.88;-1242.03;9.56;8.16;20.33;1
303.39;13.53;0;103106.38;100320.02;-83.1;-53.99;-16.21;-6296.45;638.27;-1265.97;9.36;9;25.94;1
303.42;14.51;0;103108.8;100321.82;-83.03;-53.92;-16.27;-6452.85;665.63;-1285.71;8.69;9.61;34.75;1
303.46;14.84;0;103106.98;100333.23;-82.93;-53.73;-16.43;-6247.5;817.2;-1085.37;-15.78;45.76;-20.55;1
303.17;-10.21;0;103023.66;100252.78;-79.67;-51.95;-11.95;877.91;543.53;-380.96;12.39;-18.73;-64.24;1
303.22;-9.13;0;103022.46;100247.38;-80.48;-52.39;-12.37;519.63;491.8;-400.64;17.42;5.58;-37.76;1
303.25;-8.02;0;103018.84;99581.53;-81.04;-52.24;-13.13;123.5;448.29;-429.18;21.01;18.84;-21.58;1
303.29;-6.91;0;103015.21;100238.38;-79.81;-51.55;-12.16;-351.41;410.18;-457.97;1.92;-2.89;-11.36;1
303.33;-5.83;0;103014.01;100235.97;-81.12;-52.94;-13.06;-714.9;397.25;-507.04;5.13;4.32;-0.25;1
303.38;-4.75;0;103011.59;100234.77;-80.81;-52.51;-13.42;-1075.36;391.88;-539.31;2.3;3.51;-4.28;1
303.42;-3.66;0;103008.57;100232.97;-80.87;-52.4;-13.06;-1439.59;388.35;-588.78;2.53;4.55;-5.75;1
303.45;-2.58;0;103005.55;100230.56;-81.16;-52.37;-13.94;-1796.25;388.28;-619.2;5.77;10.42;-3.59;1
303.47;-1.49;0;103007.97;100231.16;-81.11;-52.52;-13.72;-2143.06;390.97;-662.97;9.54;10.34;-7.62;1
303.49;-0.4;0;103004.95;100228.77;-81.8;-53.53;-14.36;-2491.37;392.5;-707.22;4.21;7.73;0.2;1
303.51;0.67;0;103003.74;100227.56;-80.89;-52;-13.89;-2826.04;396.12;-749.94;3.43;8.13;-0.87;1
303.52;1.76;0;103004.95;100225.77;-81.2;-52.72;-13.89;-3156.92;403.66;-792.41;5.69;10.14;6.56;1
303.55;2.84;0;103002.53;100226.36;-81.44;-52.86;-13.73;-3484.76;411.41;-828.7;1.88;5.96;8.77;1
303.57;3.91;0;103004.34;100224.56;-81.08;-52.86;-14.22;-3818.67;422.15;-870.95;3.15;6.61;7.73;1
303.59;4.99;0;103003.14;100224.56;-82.66;-53.71;-15.52;-4139.68;436.35;-910.65;1.38;3.36;15.89;1
303.63;6.07;0;103001.93;100222.77;-82.82;-53.44;-15.76;-4463.73;451.24;-945.91;2.14;3.11;13.09;1
303.65;7.15;0;103002.53;100222.16;-82.09;-53.28;-15.31;-4784.74;466.58;-991.43;0.9;6.09;15.06;1
303.69;8.23;0;103000.72;100220.96;-82.43;-53.57;-15.71;-5093.63;485.39;-1023.03;1.66;6.55;18.16;1
303.72;9.29;0;103004.95;100220.96;-82.88;-54.27;-16.3;-5401.76;506.03;-1056.51;0.92;6.09;21.88;1
303.74;10.36;0;103001.33;100220.36;-83.07;-54.46;-16.92;-5680.33;525.78;-1097.28;0.68;7.52;21.45;1
303.78;11.52;0;103004.95;100219.16;-82.94;-53.6;-15.98;-5941.49;547.85;-1131.38;5.47;6.19;20.81;1
303.82;12.47;0;103004.34;100219.16;-83.36;-54.2;-16.35;-6170.06;571.32;-1165.02;5.2;7.67;23.34;1
303.83;13.51;0;103005.55;100219.76;-82.95;-53.98;-16.12;-6364.53;598.5;-1194.98;6.94;8.72;24.01;1
303.85;14.55;0;103001.33;100221.56;-83.71;-54.47;-17.39;-6505.96;630.33;-1209.93;5.61;7.98;34.91;1
303.87;14.87;0;103000.72;100232.37;-82.23;-53.84;-15.77;-6308.62;760.71;-1007.99;-14.99;50.02;-21.05;1
303.6;-10.17;0;103049.62;100279.2;-79.59;-51.28;-12;708.36;486.89;-163.38;9.97;-25.31;-58.03;1
303.65;-9.08;0;103047.81;100274.99;-80.5;-51.59;-12.23;340.56;441.34;-183.88;17.12;-2.11;-31.35;1
303.71;-7.99;0;103045.4;100270.79;-80.58;-51.8;-12.38;-61.32;394.82;-208.43;20.27;12.32;-19.68;1
303.74;-6.88;0;103041.17;99605.55;-79.83;-51.39;-12;-528.33;356.48;-241.94;5.8;-6.84;-7.35;1
303.8;-5.78;0;103038.16;100264.19;-80.8;-52.3;-12.43;-899.07;349.93;-282.86;1.04;-3.25;-4.46;1
303.83;-4.7;0;103035.14;100264.19;-81.03;-52.68;-13.59;-1263;343.63;-318.09;2.32;-1.74;-5.15;1
303.84;-3.62;0;103038.16;100262.39;-81.24;-52.77;-13.8;-1623.87;343.3;-370.93;2.14;-3.41;-4.32;1
303.88;-2.52;0;103033.93;100260.59;-81.4;-52.84;-13.64;-1980.21;343.67;-403.37;3.44;-0.26;-4.09;1
303.89;-1.45;0;103033.93;100259.98;-81.06;-52.48;-13.92;-2324.41;349.78;-443.73;1.74;0.4;-0.64;1
303.92;-0.36;0;103035.74;100258.78;-81.79;-53.36;-14.44;-2670.88;352.46;-492.27;4.58;1.28;-0.15;1
303.93;0.72;0;103032.12;100256.98;-81.3;-53.24;-14.04;-3015.08;360.87;-525.5;-0.16;-1.28;1.65;1
303.95;1.8;0;103030.91;100256.38;-81.46;-52.88;-14.54;-3346.39;368.61;-564.28;-3.38;-4.52;8.71;1
303.96;2.87;0;103033.93;100254.58;-82.56;-53.59;-15.11;-3683;380.71;-601.76;-0.52;-2.92;11.12;1
303.97;3.97;0;103033.93;100255.18;-82.3;-53.74;-15.51;-4012.79;393.05;-640.42;-1.7;-3.38;14.29;1
304;5.04;0;103032.12;100254.58;-82.77;-53.71;-15.58;-4334.24;407;-680.9;-0.86;-4.52;18.55;1
304.02;6.12;0;103033.33;100252.78;-82.14;-53.49;-15.28;-4661.75;426.23;-713.41;-1.52;-4.96;16.52;1
304.05;7.19;0;103033.93;100253.98;-82.95;-53.44;-15.54;-4985.47;444.08;-754.87;-1.67;-3.09;17.21;1
304.06;8.26;0;103027.29;100253.38;-82.09;-53.24;-15.45;-5284.95;462.65;-788.37;-0.33;-0.52;21.23;1
304.08;9.34;0;103033.33;100254.58;-82.64;-53.89;-16.2;-5594.26;485.57;-827.42;-0.47;-1.38;26.82;1
304.1;10.41;0;103034.53;100255.18;-82.49;-54.01;-16.37;-5877.82;510.35;-859.82;0.38;-1.76;24.11;1
304.11;11.48;0;103035.74;100254.58;-82.93;-53.86;-16.61;-6140.92;533.55;-892.57;0.71;-0.06;28.54;1
304.14;12.53;0;103038.76;100256.98;-83.25;-54.31;-16.56;-6375.22;559.99;-921.63;2.55;-0.62;28.36;1
304.15;13.57;0;103039.36;100258.19;-83.09;-54.17;-16.85;-6565.58;591.06;-942.52;2.34;0.24;34;1
304.18;14.53;0;103042.98;100270.19;-81.78;-53.23;-15.93;-6461.82;733.76;-811.95;-7.36;40.49;-14.98;1
304.21;14.94;0;103041.78;100266.59;-82.59;-53.83;-16.54;-6659.09;694.57;-923.15;-2.18;18.67;24.25;1
303.83;-10.03;0;103067.13;100294.2;-79.98;-51.78;-12.25;176.01;376.79;455.02;10.93;-23.37;-48.14;1
303.86;-8.95;0;103068.34;100300.21;-80.17;-51.91;-12.16;-210.09;332.67;443.06;15.14;0.68;-29.06;1
303.9;-7.85;0;103064.72;100286.4;-80.54;-52.24;-12.49;-618.13;300.49;426;26.5;21.99;-12.2;1
304.04;-6.75;0;103064.12;106283.88;-80.96;-52.08;-12.73;-1075.37;275.31;393.68;2.56;-5.66;-1.77;1
303.94;-5.64;0;103061.7;100282.8;-81.56;-52.82;-13.81;-1455.31;273.89;359.89;-1.61;-3.04;2.81;1
303.98;-4.57;0;103058.08;100281.59;-80.57;-52.36;-13.24;-1817.06;277.55;324.56;3.32;-0.4;1.43;1
304.02;-3.48;0;103056.27;100279.8;-80.89;-52.25;-13.15;-2187.14;283.27;289.55;1.7;0.65;3.85;1
304.06;-2.39;0;103056.88;100279.2;-81.97;-52.75;-14.28;-2552.66;292.89;253.61;2.12;1.47;3.39;1
304.08;-1.3;0;103055.06;100277.39;-81.86;-52.82;-14.42;-2901.52;303.69;217.6;4.55;3.01;3.03;1
304.1;-0.22;0;103051.44;100276.8;-81.89;-53.33;-14.21;-3248.09;316.55;188.22;5.97;3.4;6.08;1
304.14;0.87;0;103052.04;100275.59;-82.66;-53.26;-15.44;-3604.51;331.46;149.5;4.89;2.65;6.22;1
304.17;1.94;0;103052.04;100274.99;-82.19;-53.19;-14.68;-3946.53;348.46;116.31;2.79;1.22;11.73;1
304.19;3.02;0;103050.84;100273.19;-81.69;-52.95;-14.68;-4274.16;367.08;89.25;0.67;0.49;19.23;1
304.2;4.1;0;103050.84;100273.19;-82.38;-53.57;-15.41;-4607.08;390.07;60.06;1.62;0;21.41;1
304.23;5.17;0;103049.02;100273.19;-83.37;-54.22;-16.5;-4934.69;411.44;20.78;0.04;-0.7;24.67;1
304.31;6.26;0;103052.64;101700.73;-81.99;-53.38;-15.46;-5262.3;439.25;-9.99;2.02;-0.47;27.34;1
304.3;7.34;0;103050.84;100276.2;-83.04;-53.65;-16.1;-5585.36;466.14;-46.42;0.46;-1.15;22.67;1
304.33;8.42;0;103056.27;100272.59;-82.99;-54.2;-15.81;-5912.96;495.33;-82.42;2.45;1.39;28.27;1
304.35;9.49;0;103053.85;100274.39;-83.02;-53.79;-16.73;-6206.47;523.4;-117.73;1.88;1.42;32.04;1
304.38;10.55;0;103059.89;100276.2;-82.42;-53.62;-16.31;-6481.04;555.85;-148.88;3.34;1.26;33.93;1
304.52;11.62;0;103058.68;106276.68;-82.66;-53.27;-16.1;-6728.32;589.02;-178.34;3.78;1.81;38.24;1
304.41;12.66;0;103064.12;100282.8;-83.68;-54.63;-16.45;-6955.91;624.27;-208.57;3.7;2.16;37.83;1
304.43;13.69;0;103067.73;100285.8;-82.98;-53.7;-16.55;-7135.76;662.78;-227.66;5.12;3.94;37.78;1
304.45;14.67;0;103071.36;100290.6;-83.4;-54.61;-17.68;-7265.6;704.56;-256.06;7.03;3.94;40.43;1
304.48;14.85;0;103074.38;100303.21;-83.3;-54.11;-17.09;-7079.46;793.64;-214.95;-7.78;34.05;0.85;1
302.34;-9.99;0;103116.64;100333.23;-80.87;-52.38;-12.3;12;387.62;642.42;9.12;-23.27;-59.95;1
302.37;-8.92;0;103119.05;100330.23;-81.57;-53.08;-13.14;-363.04;345.07;618.42;19.28;1.97;-37.68;1
